Company,Month,Revenue,Expenses,Profit
"Harris, Maldonado and Liu",1998-10,39795.16,19052.19,20742.970000000005
"Lowery, Molina and Horton",2008-09,86195.25,76461.2,9734.050000000003
Williams LLC,2018-12,47288.34,43205.91,4082.429999999993
"Evans, Miller and Bell",1996-02,40449.77,32624.33,7825.439999999995
Espinoza-Jackson,1997-05,90410.24,70825.49,19584.75
Shelton PLC,2012-12,77668.74,56508.83,21159.910000000003
"Simpson, Burch and Ward",1992-06,85628.66,41440.39,44188.270000000004
Davis-Smith,1987-10,84537.35,22788.46,61748.89000000001
Curry PLC,1977-03,16789.28,11122.71,5666.57
Diaz-Hernandez,1998-09,26728.27,11315.82,15412.45
Brown Inc,1973-09,17927.2,16124.34,1802.8600000000006
Chang Group,1979-08,42175.86,12720.02,29455.84
Neal-Anderson,1988-10,58348.37,38147.58,20200.79
"Miller, Torres and Dickerson",1999-05,18795.77,18591.75,204.02000000000044
Williams-Rich,1973-07,37046.33,16973.17,20073.160000000003
Lam Group,1970-02,41187.71,34379.07,6808.639999999999
Walters LLC,2022-08,74543.59,20579.73,53963.86
Hamilton Group,1972-07,81768.11,50764.2,31003.910000000003
Manning Inc,1982-02,81636.26,63822.98,17813.27999999999
Bryant PLC,1973-01,35169.1,10819.17,24349.93
Trevino-Jensen,1970-11,81027.95,68563.51,12464.440000000002
"Hall, Spencer and Browning",2023-02,93663.66,31042.41,62621.25
Lewis Group,2002-06,98749.89,10077.41,88672.48
Cline LLC,1972-12,87691.34,60662.88,27028.46
"Brooks, Austin and Oliver",1970-02,30000.26,19866.78,10133.48
French PLC,2003-02,55239.93,34832.06,20407.870000000003
"Rodriguez, Myers and Curtis",1986-09,89386.15,65359.18,24026.969999999994
"Reid, Lester and Wood",2008-10,30610.7,26163.8,4446.9000000000015
"Williams, Lewis and Hughes",2011-10,53745.61,22353.97,31391.64
Berg and Sons,2011-05,33420.03,12464.31,20955.72
Kelly-Clay,1982-12,36923.13,18495.54,18427.589999999997
Paul-Floyd,2016-08,82872.04,25703.09,57168.95
Bishop-Gonzalez,2011-03,64721.26,39385.69,25335.57
Hicks Group,1975-04,89555.1,14465.0,75090.1
Clark and Sons,2020-03,20362.22,13045.36,7316.860000000001
Gallegos Inc,2021-09,97512.14,45484.17,52027.97
Tran Inc,2021-04,69992.74,63676.85,6315.890000000007
Hernandez-Lopez,2017-03,28032.22,16238.07,11794.150000000001
"Castillo, Evans and Lopez",2023-12,31029.72,19017.5,12012.220000000001
Mitchell-Patterson,1998-08,66870.27,37344.48,29525.79
Garner Ltd,2001-06,46431.3,13220.1,33211.200000000004
Ramos-Turner,1980-07,60238.62,23271.85,36966.770000000004
Smith LLC,1993-10,79217.99,60029.6,19188.390000000007
Nguyen-Santiago,1981-05,24906.59,16460.81,8445.779999999999
Fernandez Inc,1977-03,12879.65,10568.36,2311.289999999999
"Summers, Obrien and Miller",2006-12,78199.46,61767.96,16431.500000000007
Salas-Grant,1994-11,72998.8,27024.65,45974.15
Price-Rowe,1980-10,18513.5,14930.01,3583.49
"Smith, Smith and Norton",2018-02,77505.65,49768.42,27737.229999999996
Davidson-Soto,1982-10,90803.78,66479.5,24324.28
Davis-Hill,1998-08,84020.65,46818.71,37201.939999999995
"Manning, Smith and Ali",2017-03,89868.67,21278.81,68589.86
Mann-Jones,2014-06,74594.44,19904.07,54690.37
Smith-Velez,1986-09,69483.67,11291.9,58191.77
Adams-Smith,1989-06,71826.73,66247.67,5579.059999999998
Ford-Curry,2019-07,84062.93,48544.22,35518.70999999999
Lawson Ltd,2004-07,96707.62,26390.74,70316.87999999999
Sanchez-Silva,2012-04,79852.54,68656.35,11196.189999999988
Bishop Ltd,2008-07,96518.02,87447.68,9070.340000000011
Tran LLC,2016-12,30687.44,17650.48,13036.96
Lam Inc,1983-01,16558.18,13998.74,2559.4400000000005
Chavez-Robles,1991-01,15622.59,13549.06,2073.5300000000007
Brown-Fischer,1991-05,66209.73,20504.7,45705.03
"West, Hunt and Stevenson",1982-01,48537.99,12627.09,35910.899999999994
"Ramirez, Lee and Roberts",1994-02,95654.25,79043.05,16611.199999999997
Schultz and Sons,2002-05,16611.35,13186.43,3424.9199999999983
"Mitchell, Campos and Reed",1970-02,15495.94,12570.89,2925.050000000001
Andrews Ltd,1978-07,48404.87,46596.89,1807.9800000000032
Sanchez-Brown,1973-01,65298.27,38501.85,26796.42
Anderson and Sons,1996-01,71846.79,56814.09,15032.699999999997
Torres-Osborne,2020-07,61439.25,28004.93,33434.32
Lopez Group,2002-02,87922.37,51873.55,36048.81999999999
Wise-Daniels,1976-09,42525.85,40602.02,1923.8300000000017
Hernandez and Sons,1987-09,54896.43,47340.84,7555.590000000004
Stewart-Mccormick,1980-09,26407.92,11914.36,14493.559999999998
Mendez-Cox,2007-09,14070.75,13313.41,757.3400000000001
"Gutierrez, Barron and Brown",2001-12,19636.81,12149.68,7487.130000000001
Anderson and Sons,1981-11,60020.32,53388.77,6631.550000000003
Jones Ltd,1989-05,32229.68,27790.33,4439.3499999999985
"Harvey, Harmon and Calderon",2005-05,47868.51,18348.15,29520.36
Mckinney and Sons,2023-09,32518.49,19562.04,12956.45
Robbins-Keller,1971-11,20792.58,16077.61,4714.970000000001
Vega Inc,1985-06,91712.47,82307.35,9405.119999999995
"Le, Johnson and Sanders",1994-02,25010.55,24646.19,364.3600000000006
"Young, Pruitt and Brown",1997-06,47523.84,35079.64,12444.199999999997
Anderson Ltd,1989-09,87258.83,62759.3,24499.53
Blair PLC,2009-10,25475.73,21076.35,4399.380000000001
Sampson-Herrera,1987-01,83001.66,66576.35,16425.309999999998
Calderon Inc,1980-09,48449.61,35188.79,13260.82
"Edwards, Payne and Turner",1977-05,38409.68,37387.49,1022.1900000000023
Martinez-Gonzales,2023-07,45394.54,16725.8,28668.74
Thomas Inc,1999-07,10997.19,10223.45,773.7399999999998
Nichols-Casey,2001-06,73960.48,59045.61,14914.869999999995
Davis-Stevens,1991-06,56736.62,36759.28,19977.340000000004
Taylor Ltd,2012-05,67851.46,62522.77,5328.69000000001
Gillespie PLC,1971-05,28845.13,16057.92,12787.210000000001
Washington-Morgan,2013-08,95964.51,55088.19,40876.31999999999
Forbes-Buchanan,1978-07,60374.14,52896.49,7477.6500000000015
Bolton and Sons,1991-05,43473.37,33030.77,10442.600000000006
Ray and Sons,1972-07,51661.9,48893.88,2768.020000000004
"Thompson, Flores and Padilla",1974-01,70190.79,57923.87,12266.919999999991
Newman Inc,2005-01,23813.48,14407.38,9406.1
Cooke-Flores,1978-09,57348.1,52013.44,5334.659999999996
Stevenson-Delgado,2001-02,45631.63,23050.35,22581.28
Turner-Jenkins,1982-06,41669.82,36310.34,5359.480000000003
Leonard-Hicks,2017-06,35595.75,31719.64,3876.1100000000006
Brown PLC,2015-05,99190.51,63629.2,35561.31
Houston Inc,2005-12,77417.0,62116.96,15300.04
York Inc,2017-03,85134.0,78782.54,6351.460000000006
Melendez Inc,2011-09,53380.23,27317.44,26062.790000000005
Woods LLC,1980-04,64458.94,59204.51,5254.43
Ayers-Moran,2020-05,78032.31,64200.73,13831.579999999994
Campos-Brock,1985-01,37983.68,18710.39,19273.29
Robles LLC,2023-12,86131.81,76190.26,9941.550000000003
Frank-Craig,1998-02,13596.92,11712.7,1884.2199999999993
Espinoza-Mcdonald,1978-04,40553.5,19272.87,21280.63
"Yates, Brown and Weiss",1972-07,90585.97,78945.96,11640.009999999995
Hunt PLC,1982-12,90177.85,54886.64,35291.21000000001
"Johnson, Turner and Bryant",1977-07,16488.64,13273.44,3215.199999999999
"Smith, Rowland and Peters",2021-05,76943.65,23192.84,53750.81
Bautista Group,1990-05,20697.4,15427.72,5269.680000000002
Smith PLC,2005-04,53248.67,23565.72,29682.949999999997
"Logan, Jacobs and Hughes",2004-04,78320.93,25851.7,52469.229999999996
Contreras-Smith,2014-08,64060.75,47145.25,16915.5
"Benjamin, Marquez and Hill",2004-05,74680.88,49435.63,25245.250000000007
Carrillo Ltd,2004-11,59784.29,35686.31,24097.980000000003
"Mullins, Rich and Fowler",2023-01,78486.22,54091.89,24394.33
"Wilson, Gallegos and Burgess",2023-07,36428.67,18695.87,17732.8
Wood-Grant,2002-12,94218.39,65932.29,28286.100000000006
Johnson-Bean,1996-02,77848.69,50944.21,26904.480000000003
Reese Inc,2013-07,45632.2,38876.77,6755.43
"Miles, Mendoza and Allen",1983-12,11839.4,11366.48,472.9200000000001
Mercado-Scott,1981-11,85641.06,71156.3,14484.759999999995
Ramirez Group,2007-07,98977.06,96986.86,1990.199999999997
"Wells, Mejia and Sanchez",2014-08,62386.34,29456.02,32930.31999999999
Martin-Gill,2011-12,29902.93,28776.55,1126.380000000001
"Moore, Faulkner and Briggs",1995-10,98164.98,32785.91,65379.06999999999
"Wilkinson, Wright and Richardson",2006-07,67334.9,62569.62,4765.279999999992
"Tapia, Thompson and Norman",2005-12,41408.99,25481.17,15927.82
"Francis, Rivera and Reed",1974-03,69586.89,36233.53,33353.36
Pitts-Lester,1983-05,46956.77,14548.04,32408.729999999996
Brown PLC,2010-08,81514.55,75054.37,6460.180000000008
Kennedy and Sons,1998-01,88646.62,66211.53,22435.089999999997
Harris Ltd,1993-09,13466.86,10322.0,3144.8600000000006
"Ochoa, Hunt and Newman",1973-01,47596.6,44484.17,3112.4300000000003
Smith Group,1992-04,56814.78,35959.28,20855.5
"Payne, Ryan and Young",1990-10,79303.44,44949.37,34354.07
Lara Ltd,2019-12,94626.68,25505.43,69121.25
Chung-Campbell,2007-01,80435.3,48003.18,32432.120000000003
"Pierce, Scott and Murray",2001-07,62536.64,51242.66,11293.979999999996
Rose-Smith,1997-08,10080.4,10040.78,39.61999999999898
Booth-Lee,2017-07,77772.06,35354.99,42417.07
"Acevedo, Williams and Smith",1993-06,66327.08,47878.24,18448.840000000004
Anderson-Garcia,1982-02,84054.57,29833.19,54221.380000000005
"Knapp, Williams and Fernandez",1971-04,75268.31,58934.45,16333.86
"Welch, Bowman and Ferguson",2010-10,79209.42,55780.81,23428.61
Brooks PLC,1988-09,64729.94,16328.48,48401.46000000001
Hampton LLC,1981-04,15753.87,13538.17,2215.7000000000007
Austin Group,2011-04,66497.09,11027.78,55469.31
Thompson-Moore,1978-08,18174.1,11474.71,6699.389999999999
"Henry, Gutierrez and Dillon",1997-04,31545.85,15494.37,16051.479999999998
Santos-Clark,1993-11,28438.99,20819.26,7619.730000000003
Moyer PLC,1984-05,56402.14,10239.35,46162.79
Gutierrez-Miller,1979-02,64283.58,44495.29,19788.29
"Blanchard, Green and Lucas",1979-07,40081.83,16190.11,23891.72
"Allen, Carson and Page",2011-05,83763.97,73330.2,10433.770000000004
Craig Group,2018-08,19596.66,14301.4,5295.26
"Perez, Parks and Smith",2022-04,91220.84,66803.89,24416.949999999997
Aguirre-Reyes,2022-11,24781.55,11355.4,13426.15
Anderson-Conrad,1970-01,73794.4,12442.47,61351.92999999999
"Newton, Williams and King",1980-11,72103.95,45893.93,26210.019999999997
Fisher-Hughes,1990-12,31868.37,15118.3,16750.07
Lawson-Turner,1972-07,83635.84,35398.1,48237.74
Carroll-Morgan,2002-09,70701.47,20966.84,49734.630000000005
Spencer-Gutierrez,2003-01,12856.32,10329.69,2526.629999999999
Smith and Sons,1985-02,45180.41,28093.91,17086.500000000004
"Glover, Williams and Baxter",2007-11,32774.92,23545.35,9229.57
Torres Ltd,2006-06,58806.63,37674.93,21131.699999999997
Carlson-Miller,1978-11,58746.14,37903.67,20842.47
Bautista PLC,2009-07,52195.02,15641.03,36553.99
Mathews Inc,1989-07,81580.97,50909.15,30671.82
"Benjamin, Mcdaniel and Vazquez",1986-05,54854.04,26364.4,28489.64
Callahan-Dougherty,1990-07,71934.49,53279.28,18655.210000000006
"Hernandez, Bell and Estrada",1985-05,78340.2,11615.73,66724.47
Decker-Green,1985-06,54688.81,16032.62,38656.189999999995
Fisher Inc,1986-08,28466.35,15262.72,13203.63
"Weaver, Johnson and Clay",2000-05,67025.81,18492.31,48533.5
Reid Ltd,2013-05,28124.18,11280.78,16843.4
"Collins, Pratt and Lane",1981-06,47144.36,46246.14,898.2200000000012
Young Group,1996-03,69294.43,37846.6,31447.829999999994
Sullivan PLC,1975-01,54599.05,45350.0,9249.050000000003
Stewart Ltd,1971-11,77641.87,33790.44,43851.42999999999
"Byrd, Rodgers and Kaufman",2016-06,48218.27,14982.39,33235.88
Barber-Garcia,2000-04,66994.72,33729.46,33265.26
James-Miller,1978-01,74043.37,27477.3,46566.06999999999
Manning Inc,2004-07,59993.57,39885.33,20108.239999999998
"Murray, Sherman and Wood",2021-10,33710.68,18925.56,14785.119999999999
"Gray, Tate and Lee",2000-10,48394.42,24763.3,23631.12
Sanford-Smith,2008-02,38031.7,13390.52,24641.179999999997
Lewis-Lopez,2018-09,87215.97,35093.55,52122.42
Morse-Perez,2002-08,16364.96,10403.93,5961.029999999999
"Gibbs, Hall and Powers",1996-02,72720.36,10499.85,62220.51
Ballard and Sons,1998-01,23192.45,11580.34,11612.11
Collins-Lewis,1977-06,89402.31,71613.68,17788.630000000005
White-Dunn,1980-05,98165.49,40374.7,57790.79000000001
Ball-Nichols,1978-07,26542.18,25304.39,1237.7900000000009
"Castaneda, Lane and Hurst",2022-09,64763.39,63567.24,1196.1500000000015
Johnson-Bruce,1978-07,78544.9,19648.01,58896.89
Miller-Christensen,2024-04,81038.66,62647.17,18391.490000000005
"Garcia, Cameron and Smith",2006-05,50110.19,39630.14,10480.050000000003
Brown-Robertson,2016-09,54625.31,35868.66,18756.649999999994
"Clark, Figueroa and Shannon",2005-01,10401.51,10399.43,2.0799999999999272
Preston-Acosta,2010-01,16669.95,13196.85,3473.1000000000004
Davis Group,1984-01,22384.97,19910.39,2474.5800000000017
"Norman, Cook and Jones",1974-02,59941.58,28574.42,31367.160000000003
Garcia-Mckinney,1998-09,31184.7,11652.87,19531.83
Powell and Sons,2006-09,26835.58,15293.88,11541.700000000003
Garrett and Sons,1995-05,76548.93,68683.72,7865.209999999992
Ward PLC,1994-08,15052.4,13514.48,1537.92
Boyd LLC,1999-08,82433.0,80173.72,2259.279999999999
Harrison-Jacobs,1979-05,19749.48,13771.25,5978.23
"Norton, Whitaker and Hernandez",2021-10,83833.37,53753.32,30080.049999999996
Boyer-Frost,1986-08,40438.79,35944.03,4494.760000000002
Jackson Ltd,2007-09,30757.37,18855.82,11901.55
Hill-Kramer,1971-03,54148.13,53069.62,1078.5099999999948
Martinez Group,2023-08,48669.38,21902.92,26766.46
Rodriguez PLC,1994-07,74380.4,39717.69,34662.70999999999
"Hess, Day and Lam",2002-02,34454.18,13375.32,21078.86
Jones LLC,2011-07,19602.93,11533.46,8069.470000000001
Mercado PLC,1991-12,41619.02,19719.45,21899.569999999996
"Bowman, Edwards and Johnson",1973-06,83907.21,15111.81,68795.40000000001
"Blake, Ryan and Espinoza",1991-01,45854.98,14654.33,31200.65
"Thompson, Smith and Campbell",2014-11,56822.01,16932.17,39889.840000000004
Johnson-Stewart,2016-10,18162.81,12978.8,5184.010000000002
"Kennedy, Meyer and Deleon",2013-10,88953.44,47419.12,41534.32
Garcia-Johnson,1975-12,20875.07,11343.99,9531.08
"Smith, Church and Miller",2019-01,52977.06,17743.43,35233.63
Howard-Lara,1979-01,91942.79,15155.84,76786.95
"Combs, Bush and Hobbs",2016-09,29550.29,25897.56,3652.7299999999996
Swanson PLC,1993-08,66475.46,58430.2,8045.260000000009
"Shea, Rodriguez and Ramsey",2017-11,81658.77,38790.28,42868.490000000005
Hoffman and Sons,2001-08,26904.15,21348.17,5555.980000000003
Deleon LLC,1997-05,13185.63,11639.69,1545.9399999999987
"Zavala, Sandoval and Wood",1987-05,38402.53,15501.73,22900.8
"Phelps, Blevins and Jacobs",1994-05,57630.07,17448.16,40181.91
Lane and Sons,1990-05,29883.64,26183.32,3700.3199999999997
Jones LLC,2006-11,33189.57,32667.94,521.630000000001
Anderson-Price,2001-08,45274.3,26199.95,19074.350000000002
"Orr, Blair and Villarreal",1972-03,81030.73,21410.51,59620.22
Kerr PLC,1998-02,85260.21,75134.59,10125.62000000001
Lynch LLC,1970-08,88509.92,66528.36,21981.559999999998
"Luna, Mclaughlin and Dominguez",1999-09,62419.34,54208.37,8210.969999999994
"Downs, Clark and Black",1987-03,36449.69,33784.65,2665.040000000001
Richards-Dickerson,1995-07,69064.51,60478.2,8586.309999999998
"Stevenson, Carney and Harrington",1988-04,26743.58,15596.76,11146.820000000002
Moore-Smith,1991-03,35551.75,15210.11,20341.64
Spears and Sons,2001-11,33737.19,18940.25,14796.940000000002
Lee PLC,1989-09,24862.36,10709.5,14152.86
"James, Lopez and Salas",2001-08,75378.69,47317.36,28061.33
Hansen-Martinez,1974-07,82978.82,62721.18,20257.640000000007
Jones LLC,1991-12,87209.33,67713.55,19495.78
Perez Ltd,2007-12,36092.03,35386.47,705.5599999999977
Soto Group,2014-10,75100.62,20526.89,54573.729999999996
"Lowe, Thompson and Miller",2012-08,52575.46,50394.13,2181.3300000000017
Miller-Church,2001-12,24133.67,11059.48,13074.189999999999
"Castro, Barrett and Nunez",1998-05,24619.23,16263.72,8355.51
"Hayes, Moore and Lucas",1990-07,89739.44,32831.59,56907.850000000006
"Savage, Robertson and Chung",2022-07,99831.61,66358.06,33473.55
Mcmahon PLC,1994-06,65058.35,59007.08,6051.269999999997
Dorsey-Turner,1979-07,63708.54,57212.15,6496.389999999999
Brown-Preston,1983-05,19017.37,15585.68,3431.6899999999987
"Munoz, Kramer and Potter",1970-02,67772.21,15111.7,52660.51000000001
Gillespie-Hunter,2016-04,87028.78,61391.21,25637.57
Houston LLC,2003-09,83250.86,47412.34,35838.520000000004
Cross-Harvey,2014-09,10194.73,10177.05,17.68000000000029
"Clarke, Cox and Williams",2014-11,28742.6,11901.22,16841.379999999997
Yates Inc,2002-11,99914.46,94479.77,5434.690000000002
Baker-Spencer,2015-03,17294.33,15425.78,1868.550000000001
"Evans, Roberts and Hoffman",2020-02,12080.43,10717.46,1362.9700000000012
"Richards, Simmons and Smith",2005-05,52713.8,30424.9,22288.9
"Hernandez, Smith and Wilkerson",2013-12,39627.93,36451.21,3176.720000000001
Davis Inc,1992-02,18913.96,14953.69,3960.2699999999986
Hubbard-Davis,1991-05,21676.2,13795.93,7880.27
Foster-Pena,2009-03,41280.23,13927.04,27353.190000000002
Burgess-Rowe,1999-04,24414.05,22663.54,1750.5099999999984
Morris-Carr,2000-03,60207.34,39270.04,20937.299999999996
Hernandez PLC,1971-06,95245.7,92319.05,2926.649999999994
"Guerra, Stevens and Tucker",2014-11,21723.65,10332.85,11390.800000000001
Hernandez Group,2009-10,31736.75,21066.93,10669.82
"Archer, Parks and Bridges",1983-12,31036.21,29730.62,1305.5900000000001
Brown-Lloyd,1983-10,73680.83,71254.29,2426.540000000008
Meza-Wolfe,2020-12,50212.93,35383.9,14829.029999999999
"Harmon, Thompson and Clark",2023-06,31947.52,23778.43,8169.09
Coleman Ltd,2011-03,67401.56,29530.04,37871.52
Morrow Group,1999-02,58683.0,13209.61,45473.39
Gay Inc,2005-01,73344.88,19297.72,54047.16
Simon-Black,2006-04,65253.49,41807.7,23445.79
Burns PLC,2018-07,73886.73,30914.83,42971.899999999994
"Montgomery, Rodriguez and Ochoa",1996-08,80354.94,50462.86,29892.08
Elliott-Stanley,1972-11,56742.69,14821.24,41921.450000000004
"Fernandez, Lee and Dalton",2015-02,76499.46,76024.95,474.5100000000093
Freeman LLC,1986-09,32837.15,23081.78,9755.370000000003
Keith Group,2009-05,90660.7,50802.06,39858.64
Brown Group,1972-01,94784.2,88111.09,6673.110000000001
Ball-Young,1990-01,52328.08,40299.49,12028.590000000004
Smith Ltd,1974-11,33331.48,24810.49,8520.990000000002
"Payne, Roman and Larson",1970-10,29550.7,22706.48,6844.220000000001
"Thomas, Castro and Tucker",1987-06,25574.27,22930.69,2643.5800000000017
Martinez Group,1978-04,73567.53,55542.44,18025.089999999997
Diaz Group,2017-11,14148.09,11730.82,2417.2700000000004
"Woods, Hall and Gonzales",2018-04,80321.44,21756.55,58564.89
Hernandez-Foster,2019-02,10849.74,10627.18,222.5599999999995
Smith Group,1996-11,42191.98,21695.34,20496.640000000003
Morgan-Conrad,1970-06,23790.22,21944.41,1845.8100000000013
"Maynard, Gutierrez and Hernandez",1971-12,18778.09,15250.06,3528.0300000000007
Mcmillan Inc,2017-05,99669.05,67256.41,32412.64
Bush-Hutchinson,1991-05,51469.79,11971.05,39498.740000000005
"Clarke, Kramer and Brown",2003-12,20739.16,19916.33,822.8299999999981
Miller LLC,2003-01,93501.45,19759.44,73742.01
Franklin Group,2013-03,98571.67,90272.83,8298.839999999997
Jones-Garcia,1990-07,35106.46,18857.2,16249.259999999998
Allen-Mcneil,2012-11,63742.27,19199.35,44542.92
Smith-Marshall,1979-08,91822.82,67964.09,23858.73000000001
Hall PLC,2020-10,68106.27,56572.18,11534.090000000004
Fox and Sons,1978-10,94688.97,41211.96,53477.01
"Williams, Garcia and White",1990-05,59815.32,22785.44,37029.880000000005
"Davis, Johns and Foster",2014-11,70028.73,43151.56,26877.17
"Mccullough, Manning and Peters",1976-09,60165.93,15257.99,44907.94
